,Number of Songs,Artist Name,Artist Location,Duration,Title,Release,Year,Danceability,Energy,Mode,Tempo,Loudness,Hotness
23,1,The Dillinger Escape Plan,"Morris Plains, NJ",207.77751,Setting Fire to Sleeping Giants,Miss Machine,2004,0.0,0.0,1,166.862,-4.264,0.6665278462297023
24,1,SUE THOMPSON,"Nevada, MO",124.86485,James (Hold The Ladder Steady),Sue Thompson - Her Very Best,1985,0.0,0.0,1,137.522,-12.332,0.4952936212921635
25,1,Five Bolt Main,,225.09669,Made Like This (Live),Live,0,0.0,0.0,1,164.672,-5.908,0.37598430150044215
26,1,Clp,,338.31138,Superconfidential,Strictly Confidential,0,0.0,0.0,0,125.006,-6.486,
27,1,Tim Wilson,Georgia,186.48771,I Think My Wife Is Running Around On Me (Taco Hell),The Real Twang Thang,2005,0.0,0.0,1,90.022,-4.516,
28,1,Willie Bobo,"New York, NY [Spanish Harlem]",168.25424,Spanish Grease,Willie Bobo's Finest Hour,1997,0.0,0.0,1,127.025,-9.616,
29,1,Faye Adams,"Newark, NJ",156.39465,Crazy Mixed Up World,Shake A Hand,1961,0.0,0.0,1,95.957,-18.051,0.0
30,1,Terry Callier,Chicago,342.56934,Do You Finally Need A Friend,Occasional Rain,1972,0.0,0.0,1,110.189,-11.939,0.4137398358601097
31,1,John Wesley,Brandon,484.62322,The Emperor Falls,The Emperor Falls,0,0.0,0.0,0,138.007,-15.335,0.3775316449767025
32,1,The Shangri-Las,"Queens, NY",164.80608,Twist and Shout,Best of The Shangri-Las,1964,0.0,0.0,1,130.1,-10.922,0.4432913119053975
33,1,Billie Jo Spears,"Beaumont, TX",133.32853,It Makes No Difference Now,20 Of Her Best,1992,0.0,0.0,1,160.839,-9.983,0.0
34,1,Mike Jones (Featuring CJ_ Mello & Lil' Bran),"Houston, TX",173.66159,Laws Patrolling (Album Version),Who Is Mike Jones?,0,0.0,0.0,1,41.993,-7.762,
35,1,Sierra Maestra,,313.12934,¿Dónde va Chichi?,Tibiri Tabara,1997,0.0,0.0,1,189.646,-9.512,
36,1,Butthole Surfers,"San Antonio, TX",450.84689,"Barking Dogs (From ""Piouhgd"")",Piouhgd + Widowermaker!,0,0.0,0.0,0,130.586,-9.063,0.593943075901947
37,1,Despina Vandi,,303.09832,OUTE ENA EFHARISTO,Profities,0,0.0,0.0,0,128.292,-8.879,
38,1,Javier Navarrete,,128.83546,Midnight Swim,Cracks,0,0.0,0.0,1,90.932,-17.699,0.3943948561005826
39,1,Jacob Young,,456.30649,In A Subtle Way,Pieces Of Time,0,0.0,0.0,1,89.667,-19.478,0.0
40,1,Scarlet's Remains,California - LA,198.73914,Spin,The Palest Grey,2007,0.0,0.0,1,115.061,-7.469,0.450992311636255
41,1,The Suicide Machines,"Detroit, MI",95.68608,Burning In The Aftermath,A Match & Some Gasoline,2003,0.0,0.0,1,115.887,-2.022,0.5287824809425877
42,1,The Rolling Stones,"London, England",271.49016,Angie (1993 Digital Remaster),Jump Back - The Best Of The Rolling Stones_ '71-'93,0,0.0,0.0,0,139.333,-10.358,0.8344926198909054
43,1,Roberto Torres,,226.66404,Sabor Guajiro,Lo Mejor con La Orq. Broadway,0,0.0,0.0,1,117.271,-12.716,0.0
44,1,Loudon Wainwright III,"Chapel Hill, NC",190.48444,Human Cannonball,Grown Man,1995,0.0,0.0,1,102.428,-15.663,0.5101193140330347
45,1,R.L. Burnside,"Oxford, MS",277.78567,Glory Be,A Bothered Mind,2004,0.0,0.0,1,89.984,-6.944,0.48213758506501503
46,1,Stevie Ray Vaughan,"Dallas, TX",248.78975,Crossfire,Greatest Hits,1992,0.0,0.0,1,116.721,-7.805,
47,1,John Hammond,,195.3171,I Can't Be Satisfied,Bluesman,2002,0.0,0.0,1,123.142,-10.7,
48,1,Casiotone For The Painfully Alone,,175.72526,Nashville Parthenon,Etiquette,2006,0.0,0.0,1,141.919,-10.93,0.7858922883883538
49,1,Ec8or,"Berlin, Germany",217.23383,Cocain Ducks,Ec8or,1995,0.0,0.0,0,95.596,-9.493,
50,1,The New York Dolls,"New York, NY",344.05832,Human Being,Too Much Too Soon,1974,0.0,0.0,1,154.953,-9.253,0.5616924111789523
51,1,Eliane Elias,"Sao Paulo, Brazil",251.42812,The More I See You,Bossa Nova Stories,2009,0.0,0.0,1,86.091,-12.009,0.4348380902608562
52,1,Lost Boyz,"South Jamaica, Queens",269.7922,Certain Things We Do,Love_ Peace & Nappiness,1997,0.0,0.0,1,90.218,-11.043,0.4051157216913865
53,1,The Germs,"Los Angeles, CA",206.05342,Forming,Germicide,1977,0.0,0.0,0,133.144,-11.506,
54,1,Yamandu Costa,,190.04036,Mafuá,Mafuá,0,0.0,0.0,1,205.317,-14.179,
55,1,Chris Rea,"Middlesbrough, England",241.162,Driving Home For Christmas,The Road To Hell Part 2,1986,0.0,0.0,1,180.149,-8.531,0.767727748373397
56,1,Perrey And Kingsley,,122.64444,Spooks In Space,Vanguard Visionaries,1966,0.0,0.0,0,102.538,-8.541,0.4348380902608562
57,1,Eurythmics,"London, England",207.0722,Tous Les Garçons Et Les Filles,Be Yourself Tonight,1985,0.0,0.0,1,84.164,-6.629,0.38293509007501925
58,1,Francis Dunnery,"Egremont, Cumbria, England",300.79955,Too Much Saturn,Hometown 2001,1995,0.0,0.0,1,124.175,-13.33,0.6104742577715245
59,1,John Cale,"Garnant, Wales",228.46649,Movement 4 [from Kiss] (Album Version),Eat / Kiss: Music For The Films By Andy Warhol,1997,0.0,0.0,1,137.004,-12.412,0.2265553139555314
60,1,Suzanne Ciani,California - SF,239.59465,Stream,The Ultimate Most Relaxing New Age Piano in the Universe,0,0.0,0.0,1,106.33,-21.552,0.4159831182884585
61,1,Vickie Winans,,228.93669,Make Me Over,Classic Gold: Best of All,0,0.0,0.0,0,107.961,-8.686,
62,1,The Berzerker,"Melbourne, Australia",165.61587,Deform (live),The Berzerker,2000,0.0,0.0,1,174.287,-6.222,0.0
63,1,Kings Of Leon,"Nashville, Tennessee",187.92444,Wicker Chair,Holy Roller Novocaine,2003,0.0,0.0,1,116.823,-5.907,0.6859402266976852
64,1,Edith Lefel,,276.50567,An ti chans',Jeux de dames_ vol. 1 (réalisation Ronald Rubinel),0,0.0,0.0,1,101.972,-4.638,0.0
65,1,Taras,,200.25424,I Will Love Again (JJ's Club Radio),I Will Love Again,0,0.0,0.0,0,127.97,-5.884,
66,1,NOFX,"Berkeley, CA",144.50893,Stickin In My Eye,White Trash ......,1992,0.0,0.0,0,152.622,-7.787,0.6712360269845353
67,1,Murskahumppa,,285.17832,Ota kiinni,Murskapunkkia,0,0.0,0.0,1,110.787,-8.488,
68,1,Soda Stereo,,246.69995,Entre Caníbales,Canción Animal,1990,0.0,0.0,1,112.903,-9.603,0.6261657596688281
69,1,Bruce Rowland,AUSTRALIA,84.03546,Rosemary Recalls,The Man from Snowy River,1985,0.0,0.0,1,115.642,-26.266,0.0
70,1,Xcultures,,273.52771,Sudanese Dance,One World One People,2000,0.0,0.0,1,125.013,-6.305,0.1992382620006783
71,1,White Heart,,298.84036,Where The Thunder Roars (Tales Of Wonder Album Version),Tales Of Wonder,0,0.0,0.0,1,113.277,-9.998,0.26586104921065007
72,1,Heavy D / McGruff,"Jamaica, West Indies",161.38404,Wanna Be A Player,Waterbed Hev,1997,0.0,0.0,0,96.979,-9.161,0.23773394162247466
73,1,Van Halen,"Pasadena, CA",209.29261,Panama (Remastered Album Version),The Best Of Both Worlds,0,0.0,0.0,1,140.995,-4.865,0.8244821296824321
74,1,Black Eyed Peas,"Los Angeles, CA",229.61587,Let's Get It Started,Total Workout Running 102 - 135 - 84bpm Ideal For Jogging_ Running_ Treadmill & General Fitness,2004,0.0,0.0,0,105.206,-4.882,0.6244254932707666
75,1,Nine Inch Nails,"Cleveland, OH",426.89261,Metal,Things Falling Apart,2000,0.0,0.0,0,63.017,-12.951,0.6355366486226686
76,1,Nick Cave & The Bad Seeds,,269.26975,She Fell Away (2009 Digital Remaster),Your Funeral... My Trial (2009 Digital Remaster),0,0.0,0.0,0,144.603,-11.751,
77,1,Nadine Renee,,249.41669,Next Time,Oasis of Love,0,0.0,0.0,1,167.92,-6.693,0.19878534876524423
78,1,Lesley Gore,"New York, NY",136.48934,It's My Party,60's Triple set,1963,0.0,0.0,1,129.122,-9.091,
79,1,Smartbomb,,233.27302,Complicate It,Yeah.  Well_ Anyway....,2001,0.0,0.0,1,132.022,-2.658,0.0
80,1,Suburbs,Minnesota,187.24526,Monde De Fou,Un Titre de Toune,2005,0.0,0.0,1,183.92,-4.42,0.24906579485370342
81,1,Emperor,Norway,72.61995,Opus a Satana (Part 2),Live Inferno,0,0.0,0.0,0,89.867,-11.051,
82,1,Julien Clerc,FR,272.63955,This Melody (Live),Vendredi 13 - 1981,0,0.0,0.0,1,119.896,-9.97,
83,1,Glen Campbell,"Delight, AR",142.75873,I'm Gone This Time,Unconditional Love,0,0.0,0.0,0,137.29,-11.335,
84,1,T.G. Sheppard,"Humboldt, TN",194.11546,You Feel Good All Over,The Very Best Of,2002,0.0,0.0,1,82.343,-15.581,0.3827232807891977
85,1,Slim Whitman,"Tampa, FL",195.91791,Indian Love Call,Country Lovers. Vol. 3,1990,0.0,0.0,1,91.487,-11.98,
86,1,Savage Garden,CA,118.33424,You Can Still Be Free,Affirmation,1999,0.0,0.0,0,84.69,-11.215,
87,1,Queens Of The Stone Age,,288.41751,I Never Came,Lullabies To Paralyze,2005,0.0,0.0,1,115.606,-8.165,0.7251212835673101
88,1,Hank Penny & The Lincoln Penny Orchestra,"Birmingham, AL",123.21914,Dixie,It's War Again,0,0.0,0.0,0,126.523,-12.69,
89,1,Inspiral Carpets,"Manchester, England",283.76771,Commercial Reign,The Singles,1990,0.0,0.0,1,113.677,-8.7,0.6651722407621973
90,1,Borialis,,239.3073,Hourglass,What You Thought You Heard,0,0.0,0.0,1,86.938,-5.758,0.5546547674656118
91,1,The Dirty Skirts,,206.75873,Wake,Daddy Don't Disco,0,0.0,0.0,1,141.936,-4.907,0.30416950343527516
92,1,Flor Silvestre,,134.81751,Caricia Y Herida,15 Exitos Vol. 2 Flor Silvestre,0,0.0,0.0,1,106.049,-8.133,
93,1,Bézu,"Bézu, comme Superdupont, ne connait qu&#039;un pays : la France !",285.64853,Le tortillard,Le top du père Nöel,0,0.0,0.0,1,126.88,-9.093,
94,1,Redman,"Newark, NJ",124.18567,WKYA (drop),Malpractice,2001,0.0,0.0,0,85.008,-10.296,0.5701059300583878
95,1,Solistiyhtye Suomi,,134.08608,Teräslintu,20 Suosikkia / Rilluttele yö,0,0.0,0.0,0,133.699,-12.839,
96,1,Eddie Cantor,"New York, NY",155.61098,Now's The Time To Fall In Love,The Fabulous Eddie Cantor,0,0.0,0.0,1,118.975,-13.71,
97,1,Schizoid,,275.40853,Grim Prospects (Gross Prospects - Bad Trip Remix),Grim Prospects Remixes - Grim Prospects Will Never End,0,0.0,0.0,1,102.408,-2.119,
98,1,Kai Winding,"Aarhus, Denmark",223.4771,Mangos,The Incredible Kai Winding Trombones,1961,0.0,0.0,1,112.006,-14.438,0.0
99,1,Sonny Simmons,"Sicily Island, LA",443.24526,A Distant Voice,Staying on the Watch,0,0.0,0.0,1,45.527,-13.002,0.2707759989463275
100,1,Mira,"Tallahassee, FL",177.81506,Openbare Weg,Openbare Weg,2006,0.0,0.0,1,85.621,-12.004,
101,1,Citizen Kaned,,385.33179,President Johnson,Tip World Singles 2000,2000,0.0,0.0,0,108.061,-8.37,
102,1,The Brooklyn Tabernacle Choir,,324.44036,Lead Me Lord,Praise Him...Live!,1995,0.0,0.0,1,216.195,-11.829,0.4051157216913865
103,1,Ellen McIlwaine,"Nashville, TN",275.12118,Spontanous Combustion,Spontanous Combustion,0,0.0,0.0,1,132.428,-6.29,0.24274187894946822
104,1,Vince Guaraldi / Bola Sete,"San Francisco, CA",294.66077,Choro,From All Sides,0,0.0,0.0,0,168.307,-15.761,0.3867901771390143
105,1,Maurice Chevalier,"Menilmontant, France",193.20118,Ma Louise,Maurice Chevalier  The Essential Collection Vol 1,0,0.0,0.0,1,140.956,-27.433,
106,1,Carl Cox Vs Yousef,,357.82485,I Want You (Forever),Dave Pearce Best of the Dance Years 1988 - 1992,1991,0.0,0.0,1,130.016,-5.701,0.5112548351002428
107,1,Organized Konfusion,"SPRINGFIELD, Virginia",198.3473,Hate,The Equinox,1997,0.0,0.0,0,175.769,-8.709,0.46048484498641545
108,1,Martina McBride,"Medicine Lodge, KS",261.95546,I Can't Stop Loving You,Timeless,2005,0.0,0.0,1,100.194,-13.627,0.48828987603734525
109,1,Horace Andy,"Kingston, Jamaica",176.27383,Thank You Lord,Feel Good All Over: Anthology 1970-1976,1985,0.0,0.0,1,151.911,-11.479,
110,1,Nazz,,220.89098,How Can You Call That Beautiful (Stewkey Vocal),13th And Pine,0,0.0,0.0,1,119.691,-6.302,
111,1,Tyrone Davis,"Greenville, MS",235.91138,Cheatin' In The Next Room,Call Tyrone,0,0.0,0.0,1,161.976,-10.466,
112,1,Hot Tuna,"San Francisco, CA",239.59465,Candy Man,Final Vinyl,1971,0.0,0.0,1,172.398,-9.275,
113,1,Richard Burton,Pennsylvania,171.49342,I See The Boys Of Summer,Fifteen Poems By Dylan Thomas,0,0.0,0.0,1,109.823,-37.398,0.0
114,1,Rory Block,"New York, NY",266.05669,Three Is a Crowd,The Early Tapes 1975-1976,0,0.0,0.0,1,90.101,-13.836,0.0
115,1,Boyz II Men,"Philadelphia, PA",329.27302,On Bended Knee,Legacy,1994,0.0,0.0,1,116.473,-7.103,0.34580223396532944
116,1,Howard Armstrong,"Dayton, TN",198.922,My Four Reasons,Louie Bluie Film Soundtrack,0,0.0,0.0,0,126.821,-13.495,0.3335548072764493
117,1,Donny Hathaway,"Chicago, IL",283.21914,Little Girl (LP Version),Donny Hathaway,1971,0.0,0.0,1,111.191,-15.144,0.6173656175717818
118,1,Miguel Gallardo,,238.68036,Eternamente Amame,Canciones De Amor De Miguel Gallardo,0,0.0,0.0,1,125.508,-12.991,
119,1,Les Ogres De Barback,,254.06649,Niev nietch nievitch,Irfan_ le héros,1999,0.0,0.0,0,137.888,-6.01,0.3943948561005826
120,1,DJ X-Change featuring DJ Joey A,,184.31955,Come Over,What up Detroit,0,0.0,0.0,0,150.012,-5.58,
121,1,Morel,Washington DC,311.40526,Blue Taxi,Peterbilt Angel,0,0.0,0.0,1,108.367,-4.313,
122,1,Tony Joe White,"Goodwill, LA",162.53342,I Want Love (Tween You & Me) (Album Version),Homemade Ice-Cream,0,0.0,0.0,1,173.482,-17.285,0.3747968370214053
123,1,Wolfmother,"Sydney, Australia",212.37506,White Feather,White Feather,2009,0.0,0.0,0,110.745,-5.931,
124,1,The Roches,New York City,338.33751,Christlike Roche,Can We Go Home Now,1995,0.0,0.0,0,130.027,-14.248,0.26586104921065007
125,1,Bob Margolin,"Boston, MA",126.51057,You Rascal You,In North Carolina,0,0.0,0.0,1,110.168,-12.651,0.23379647424179947
126,1,Thomas Battenstein,,205.58322,Sympathy,Wintertime,0,0.0,0.0,0,97.976,-16.056,
127,1,Jupiter Rising,,193.4624,They Say (Album),Electropop,2007,0.0,0.0,0,119.979,-5.913,0.21508031850922793
128,1,Dharma Bums,,127.4771,Simon's Folly,DUMB: 4-track cassette recordings (1987),0,0.0,0.0,1,156.968,-5.541,
129,1,Saafir,,234.762,Crawl Before You Ball (Album Version),The Hit List,1999,0.0,0.0,1,188.886,-6.019,
130,1,The Verve Pipe,"Lansing, MI",292.8322,Medicate Myself,Underneath,2001,0.0,0.0,1,133.306,-4.953,0.46630483075728635
131,1,Bob Neuwirth,New York,241.10975,Biding Her Time,99 Monkeys,1990,0.0,0.0,1,152.267,-18.114,0.48061061838775304
132,1,Marvin Sapp,"Grand Rapids, MI",270.68036,More And More  (LP Version),Nothing Else Matters,0,0.0,0.0,1,166.275,-11.061,0.2656833797102308
133,1,James Hunter,Austin,188.73424,Cowboy Ways,A Tribute to The American Horse,0,0.0,0.0,1,114.971,-7.04,
134,1,Nelson Ned," Ubá, Minas Gerais",211.80036,Brasas Vivas,Mis Momentos,0,0.0,0.0,0,144.651,-15.358,
135,1,Mish Mash,,254.32771,Kolomeyke,Mish Mash_ Le Blues European: Musique Slave Et Klezmer,0,0.0,0.0,1,152.005,-11.213,
136,1,Cama,,210.36363,In This Life,In this Life,2009,0.0,0.0,0,155.074,-5.904,
137,1,Maxi Priest,Great Britain / UK,301.81832,Groovin' In The Midnight,Best Of Maxi Priest,1991,0.0,0.0,0,61.971,-8.095,0.34580223396532944
138,1,Porcupine Tree,,416.80934,Waiting,Signify (Special Edition),1997,0.0,0.0,0,124.04,-7.982,0.8251735403780842
139,1,Ragheb Alama,,413.36118,A'chek Ouyounik (2009 Digital Remaster),Bravo Alayki Rare recording,0,0.0,0.0,0,191.196,-8.804,0.0
140,1,Foo Fighters,"Seattle, WA",117.002,Hell,In Your Honor,2005,0.0,0.0,1,152.127,-5.699,
141,1,Shakira Featuring Wyclef Jean,"Barranquilla, Colombia",217.36444,Hips Don't Lie (featuring Wyclef Jean),Essential R&B Hit Selection,0,0.0,0.0,0,100.023,-5.152,0.7373853102276186
142,1,The Avengers,California - SF,122.72281,Juoksuhauta-twist (Elämä juoksuhaudoissa),20 Suosikkia / Rautalankaklassikot / Kolme kitaraa,0,0.0,0.0,1,192.688,-9.965,
143,1,Robben Ford,"Ukiah, CA",203.98975,I Got Over It (Album Version),Talk To Your Daughter,1988,0.0,0.0,0,154.322,-11.976,0.47212111953959446
144,1,Brazilian Tropical Orchestra,,192.44363,One Less Bell To Answer,American Songbook - Bacharach,0,0.0,0.0,1,236.006,-10.229,0.0
145,1,Gil Semedo,Netherlands,285.36118,Festa,Nha Vitória,0,0.0,0.0,1,150.666,-6.284,0.39200877147130697
146,1,Soda Stereo,,225.12281,Te Hacen Falta Vitaminas,Gira Me Verás Volver,1984,0.0,0.0,0,175.421,-3.818,
147,1,Xmilk,,123.66322,Sense And Trick,Scarcity,0,0.0,0.0,0,104.153,-4.633,
148,1,Dolce; Oscar G.,Oklahoma,525.16526,Fire (Oscar G Space Vocal Mix),Fire,0,0.0,0.0,0,127.278,-5.602,
149,1,Britt Nicole, NC,204.06812,Hanging On (Medium Key Performance Track Without Background Vocals),Hanging On (Premiere Performance Plus Track),0,0.0,0.0,1,160.165,-5.157,0.2364201822307364
150,1,Schizoid,,166.00771,Grim Prospects (Version 2 Remix),Grim Prospects Remixes - Prospects Are Getting Grimmer,0,0.0,0.0,1,86.091,-1.925,
151,1,Toni Braxton Featuring Shaggy,"Severn, MD",219.01016,Christmas In Jamaica,Snowflakes,2001,0.0,0.0,1,149.94,-5.21,
152,1,Perrey And Kingsley,,127.9473,Gossippo Perpetuo,The Out Sound From Way In!,2001,0.0,0.0,1,135.78,-12.717,0.4444017145228514
153,1,Sven Tasnadi,,570.90567,2190 Dias Contigo,El Fuego De Dentro,0,0.0,0.0,1,122.967,-12.28,
154,1,Eddie,,230.00771,No Control,No Control,0,0.0,0.0,1,142.024,-9.748,
155,1,Enthroned,"Belgica -- Namur, Namur/Ghent, East Flanders",240.74404,The Vitalized Shell,Pentagrammaton,2010,0.0,0.0,0,135.535,-4.878,0.5430528641992896
156,1,Suzanne Ciani,California - SF,192.20853,Mozart,Pianissimo,1989,0.0,0.0,1,139.189,-23.988,0.6085000789194116
157,1,Milan Band,,152.0322,Ciao Milan,Milan Milan,0,0.0,0.0,1,128.598,-9.414,
158,1,Johnny Osbourne,,215.30077,Lend Me Your Chopper,Auralux Reggae Showcase,2004,0.0,0.0,0,163.445,-9.741,0.0
159,1,Dolly Parton,"Locust Ridge, TN",155.21914,Letter To Heaven,Heaven,1971,0.0,0.0,0,114.027,-11.965,
160,1,Rance Allen Group,"Detroit, MI",207.12444,Heaven is Where The Heart Is,Up Above My Head,0,0.0,0.0,1,111.316,-12.779,
161,1,Pearl Jam,"Seattle, WA",428.56444,Inside Job,Pearl Jam,2006,0.0,0.0,0,105.994,-8.403,0.6593046691644056
162,1,Natalie Cole,"Los Angeles, CA",185.7824,Take A Look  (LP Version),Take A Look,0,0.0,0.0,1,88.489,-13.251,
163,1,Mastodon,"Atlanta, GA",654.28853,The Czar: Usurper/Escape/Martyr/Spiral (Album Version),Crack The Skye,2009,0.0,0.0,0,118.433,-5.884,0.6266128026956008
164,1,Kiril Valeri,Jerez De La Frontera (Cádiz),306.72934,Bulgarian Dream,Behind The Blue,0,0.0,0.0,1,96.007,-6.929,0.2707759989463275
165,1,Word,,229.51138,Amalgama,Matumago X Press,0,0.0,0.0,1,187.807,-4.198,
166,1,DJ Quik,Compton CA,205.58322,Born and Raised In Compton,The Best of DJ Quik - Da Finale,1991,0.0,0.0,0,181.115,-6.998,
167,1,Hank Locklin,"McLellan, FL",127.05914,We're Gonna Go Fishin',RCA Country Legends,0,0.0,0.0,1,148.357,-12.772,0.4944895175021134
168,1,BT,Earth,44.35546,Robbers Kill Cop,LOOK (Original Motion Picture Soundtrack),0,0.0,0.0,0,136.164,-18.147,0.30416950343527516
169,1,2-4 Grooves feat. Reki D.,,203.83302,Relax,Relax,2009,0.0,0.0,0,126.941,-7.661,
170,1,The Jordanaires,"Springfield, MO",176.50893,Sweet By And By,Joy In Our Hearts - The Gospel Side Of The Jordanaires,0,0.0,0.0,1,159.582,-17.308,
171,1,Descendents,"Los Angeles, CA",140.66893,Orgofart,Enjoy!,1986,0.0,0.0,0,89.495,-28.347,0.5194485814940588
172,1,L.A. Guns,katy,201.09016,Bitch Is Back,A Nite On The Strip - Live,1988,0.0,0.0,0,102.259,-2.869,
173,1,Bare Jr.,,254.79791,Naked Albino,Boo-Tay,1998,0.0,0.0,1,107.529,-7.309,0.0
174,1,Shelley Fabares,"Santa Monica, CA",143.0722,Johnny Loves Me (LP Version),The Best Of Shelley Fabares [Digital Version],0,0.0,0.0,1,99.408,-15.351,0.0
175,1,Norrie Paramor,England,163.49995,Dearly Beloved,In London_ In Love,0,0.0,0.0,1,79.731,-25.694,0.0
176,1,Gary Hobbs,,289.64526,The Look Of Love,Of My Times,0,0.0,0.0,1,188.502,-9.435,0.0
177,1,Diesel Boy,"Santa Rosa, California",124.15955,Cooler Than You,Venus Envy,1998,0.0,0.0,1,133.729,-4.793,0.40565219615969267
178,1,Angelo Badalamenti,New Jersey,167.3922,Taryns Deepest Fear,Freddy's Favorites: The Best of A Nightmare On Elm Street,0,0.0,0.0,0,139.136,-17.623,0.4454545254934259
179,1,Cradle Of Filth,,321.35791,Summer Dying Fast,Bitter Suites to Succubi,1994,0.0,0.0,0,193.693,-6.2,
180,1,Jim Chappell,United States,263.94077,Still,Manila Nights,0,0.0,0.0,1,76.693,-19.821,
181,1,Ladybug,NY - New York City,341.36771,Snapshot,Snapshot,0,0.0,0.0,1,126.95,-9.632,
182,1,Bandido,,333.13914,End Of The Road (Head Hornys Remix),End Of The Road - Single,0,0.0,0.0,1,144.812,-5.671,
183,1,Brixx,,349.12608,7 Miles,7 Miles,0,0.0,0.0,0,138.003,-11.708,
184,1,Nine Inch Nails,"Cleveland, OH",168.56771,The Frail,Things Falling Apart,1999,0.0,0.0,0,130.284,-16.968,
185,1,Susana Seivane,,350.71955,Para Milladoiro,Os soños que volven,2010,0.0,0.0,1,152.013,-13.038,0.0
186,1,Leland Martin,"Blandford, MA",175.62077,Stone Cold Fingers (Bonus Track),Leland Martin,0,0.0,0.0,1,159.968,-10.647,
187,1,Test Icicles,,190.24934,Snowball,For Screening Purposes Only,2005,0.0,0.0,0,75.031,-4.172,0.5430528641992896
188,1,Heaven 17,"London, England",255.16363,(We Don't Need This) Fascist Groove Thang,Endless,1981,0.0,0.0,1,150.837,-10.756,
189,1,React,,120.2673,Drunk Alone,That Which Does Not Kill You...Can Only Make You Stronger : Three Way Split,0,0.0,0.0,0,143.231,-3.422,
190,1,Sven Tasnadi,,557.26975,Charisma,Break The Night,0,0.0,0.0,1,123.993,-12.26,
191,1,Mance Lipscomb,"Navasota, TX",187.53261,Going Down Slow,Texas Songster,2000,0.0,0.0,1,97.981,-23.527,0.3509795063714294
192,1,Scott Wesley Brown,Atlanta Georgia USA,295.60118,All Rise,The Scott Wesley Brown Collection: A Library of 35 Favorite Songs,0,0.0,0.0,1,137.288,-9.435,
193,1,Flávio José,,252.02893,Jogo Limpo,Seu Olhar Não Mente,0,0.0,0.0,1,168.323,-8.639,0.0
194,1,Moss,,329.35138,Silent Hill,Never Be Scared / Don't Be A Hero,2009,0.0,0.0,1,111.079,-7.672,0.5708506420788445
